20:56:14.592924,0.25891 ,-0.20435 ,-0.31042 ,0.20708 ,-0.08080 ,-9.84909 ,2.27356 ,-1.02234 ,-1.81580 
20:56:14.686447,0.25659 ,-0.21277 ,-0.31226 ,0.26155 ,-0.08978 ,-9.68450 ,1.44958 ,-4.80652 ,-1.60217 
20:56:14.769533,0.25085 ,-0.21106 ,-0.31555 ,0.28369 ,-0.06464 ,-9.85388 ,1.87683 ,-7.30896 ,-3.55530 
20:56:14.861633,0.26245 ,-0.21240 ,-0.31140 ,0.22923 ,-0.11970 ,-9.94545 ,1.93787 ,-1.92261 ,-2.56348 
20:56:14.953701,0.26001 ,-0.20825 ,-0.31836 ,0.16040 ,-0.00299 ,-9.90475 ,0.97656 ,-6.13403 ,-1.70898 
20:56:15.044776,0.25635 ,-0.20703 ,-0.31201 ,0.16878 ,-0.05985 ,-9.69947 ,2.73132 ,-6.69861 ,-1.44958 
20:56:15.124682,0.25818 ,-0.20728 ,-0.31580 ,0.16040 ,-0.05506 ,-9.86346 ,1.84631 ,-4.10461 ,-3.63159 
20:56:15.204335,0.25940 ,-0.20654 ,-0.31250 ,0.32320 ,-0.14664 ,-9.67672 ,3.11279 ,-6.40869 ,-1.66321 
20:56:15.283840,0.25964 ,-0.20508 ,-0.31470 ,0.31542 ,-0.07242 ,-9.68690 ,1.55640 ,-1.57166 ,-3.63159 
20:56:15.363270,0.25806 ,-0.20959 ,-0.34058 ,0.35731 ,-0.11192 ,-9.98376 ,1.69373 ,-1.14441 ,-4.51660 
20:56:15.442751,0.25989 ,-0.20886 ,-0.30566 ,0.21666 ,-0.12030 ,-9.83533 ,1.15967 ,-4.45557 ,-3.44849 
20:56:15.522275,0.25000 ,-0.20630 ,-0.31299 ,0.39921 ,-0.02633 ,-9.87363 ,2.24304 ,-5.00488 ,-0.79346 
20:56:15.602096,0.25964 ,-0.20935 ,-0.31079 ,0.40759 ,0.00000 ,-9.86226 ,2.71606 ,-6.80542 ,-1.70898 
20:56:15.681927,0.25818 ,-0.20593 ,-0.32239 ,0.27651 ,-0.21965 ,-9.70545 ,1.80054 ,-0.76294 ,-1.90735 
20:56:15.762044,0.26306 ,-0.20776 ,-0.34363 ,0.23701 ,-0.23162 ,-9.95742 ,2.24304 ,-1.41907 ,-2.12097 
20:56:15.847569,0.25842 ,-0.20728 ,-0.31445 ,0.44469 ,-0.07062 ,-9.95084 ,2.85339 ,-6.05774 ,-0.82397 
20:56:15.941928,0.25696 ,-0.20337 ,-0.31360 ,0.36569 ,-0.01377 ,-9.93288 ,2.38037 ,-4.85229 ,-2.92969 
20:56:16.035324,0.25867 ,-0.21118 ,-0.31982 ,0.45726 ,-0.05746 ,-9.69528 ,3.11279 ,-6.71387 ,-1.92261 
20:56:16.118050,0.25403 ,-0.20374 ,-0.31128 ,0.26514 ,-0.05686 ,-9.89757 ,1.63269 ,-1.93787 ,-2.28882 
20:56:16.200055,0.25061 ,-0.20605 ,-0.31531 ,0.32619 ,-0.00180 ,-9.82874 ,2.18201 ,-7.62939 ,-3.09753 
20:56:16.281199,0.25476 ,-0.20215 ,-0.30945 ,0.38125 ,-0.08080 ,-9.57438 ,2.59399 ,-7.27844 ,-2.12097 
20:56:16.362944,0.25439 ,-0.20520 ,-0.30945 ,0.24659 ,-0.07601 ,-9.76770 ,1.84631 ,-6.82068 ,-3.17383 
20:56:16.444366,0.25610 ,-0.19739 ,-0.30518 ,0.31721 ,0.14963 ,-9.83593 ,2.07520 ,-7.08008 ,-2.82288 
20:56:16.536281,0.26111 ,-0.20740 ,-0.31177 ,0.23162 ,-0.08319 ,-9.60071 ,0.79346 ,-5.23376 ,-2.92969 
